customer_id,age,gender,location,account_age_days,total_purchases,avg_order_value,total_revenue,days_since_last_purchase,email_open_rate,website_visits_per_month,primary_category,satisfaction_score,support_tickets,discount_usage_rate,uses_mobile_app,newsletter_subscribed,customer_lifetime_value,is_churned
CUST00516,47,Female,Rural,356,9,136.34,1227.08,3,0.211,8,Books,5.0,1,0.335,1,1,1595.21,0
CUST00517,44,Female,Rural,86,5,112.89,564.43,24,0.196,13,Electronics,4.53,3,0.439,1,1,733.75,0
CUST00518,26,Female,Suburban,305,2,46.68,93.35,12,0.205,12,Home & Garden,3.59,0,0.202,1,0,121.36,0
CUST00519,39,Male,Suburban,607,0,83.52,0.0,48,0.41,7,Electronics,1.75,3,0.528,1,1,0.0,0
CUST00520,47,Male,Urban,562,10,127.54,1275.42,10,0.463,5,Fashion,5.0,2,0.178,0,1,1658.05,0
CUST00521,18,Female,Suburban,283,10,54.97,549.69,53,0.07,5,Home & Garden,3.75,0,0.372,1,1,714.6,0
CUST00522,44,Male,Urban,266,9,88.92,800.25,22,0.09,10,Beauty,3.04,1,0.72,1,1,1040.33,0
CUST00523,30,Female,Suburban,426,1,19.64,19.64,26,0.284,3,Home & Garden,1.79,1,0.178,1,0,19.64,1
CUST00524,44,Female,Suburban,334,6,124.68,748.07,76,0.022,15,Electronics,4.25,4,0.185,1,1,972.48,0
CUST00525,28,Male,Rural,304,11,53.57,589.26,19,0.18,14,Books,4.11,1,0.246,1,1,766.03,0
CUST00526,18,Female,Urban,293,7,90.63,634.43,13,0.346,6,Home & Garden,3.59,0,0.243,0,0,824.77,0
CUST00527,18,Female,Suburban,784,14,133.49,1868.87,85,0.518,7,Books,3.16,0,0.065,0,1,2429.53,0
CUST00528,38,Male,Rural,134,12,103.85,1246.21,52,0.401,7,Fashion,2.88,2,0.28,1,1,1620.08,0
CUST00529,41,Female,Suburban,254,2,41.71,83.42,23,0.374,4,Fashion,2.97,3,0.066,1,0,108.44,0
CUST00530,27,Male,Urban,266,4,62.85,251.4,31,0.366,8,Home & Garden,4.25,0,0.422,0,0,326.83,0
CUST00531,45,Male,Urban,363,8,107.74,861.9,19,0.638,2,Books,3.52,3,0.147,0,1,1120.48,0
CUST00532,18,Male,Urban,326,4,16.36,65.42,36,0.383,8,Fashion,4.98,0,0.305,1,1,85.05,0
CUST00533,37,Female,Suburban,310,2,101.89,203.78,6,0.446,8,Fashion,3.18,0,0.187,1,1,264.92,0
CUST00534,23,Female,Suburban,141,5,43.65,218.27,98,0.42,7,Electronics,3.61,0,0.133,0,0,283.75,0
CUST00535,30,Female,Rural,326,3,114.6,343.81,36,0.691,5,Beauty,4.08,0,0.069,0,1,446.96,0
CUST00536,38,Male,Urban,499,13,99.29,1290.73,21,0.316,7,Electronics,3.18,0,0.095,1,1,1677.95,0
CUST00537,27,Female,Urban,372,14,141.53,1981.47,38,0.318,4,Home & Garden,3.58,0,0.051,0,1,2575.91,0
CUST00538,33,Male,Suburban,131,3,130.25,390.75,7,0.776,3,Electronics,5.0,5,0.198,1,0,507.97,0
CUST00539,50,Female,Suburban,347,4,131.19,524.77,3,0.246,5,Home & Garden,4.37,1,0.513,1,0,682.2,0
CUST00540,31,Male,Rural,331,10,86.19,861.91,35,0.209,13,Sports,4.43,1,0.202,1,1,1120.48,0
CUST00541,48,Male,Suburban,247,3,82.16,246.49,3,0.617,4,Beauty,4.24,2,0.175,0,0,320.44,0
CUST00542,24,Male,Urban,375,1,141.73,141.73,48,0.247,2,Beauty,4.15,1,0.278,0,0,141.73,1
CUST00543,44,Female,Suburban,195,10,80.39,803.85,72,0.548,5,Electronics,4.63,0,0.334,1,0,1045.01,0
CUST00544,55,Male,Rural,514,6,54.18,325.11,200,0.272,1,Sports,3.68,3,0.118,1,0,325.11,1
CUST00545,18,Female,Suburban,1031,10,74.26,742.57,65,0.232,3,Electronics,2.96,1,0.105,0,0,742.57,1
CUST00546,28,Male,Urban,545,3,83.67,251.01,164,0.126,3,Electronics,1.81,3,0.334,1,0,251.01,1
CUST00547,44,Male,Urban,170,8,52.45,419.6,1,0.263,10,Home & Garden,2.39,2,0.082,0,0,545.48,0
CUST00548,35,Male,Urban,495,5,72.11,360.53,36,0.289,7,Sports,2.42,6,0.236,1,1,468.7,0
CUST00549,42,Female,Suburban,582,6,51.04,306.22,8,0.228,12,Electronics,4.24,1,0.315,1,1,398.09,0
CUST00550,30,Female,Urban,421,4,73.0,291.99,12,0.447,7,Books,5.0,3,0.399,0,1,379.59,0
CUST00551,39,Male,Urban,452,17,51.15,869.61,59,0.295,4,Books,2.9,1,0.293,1,0,869.61,1
CUST00552,36,Male,Urban,304,15,51.8,776.96,13,0.716,6,Electronics,4.69,0,0.225,0,1,1010.05,0
CUST00553,52,Male,Suburban,113,7,39.05,273.34,8,0.344,11,Electronics,2.74,0,0.637,1,1,355.35,0
CUST00554,41,Female,Urban,289,5,160.43,802.13,20,0.136,6,Beauty,3.54,0,0.257,0,0,1042.77,0
CUST00555,42,Male,Suburban,149,2,103.05,206.1,3,0.531,15,Electronics,2.83,2,0.173,1,1,267.93,0
CUST00556,33,Female,Urban,270,9,135.58,1220.2,7,0.545,6,Sports,3.31,1,0.021,1,1,1586.26,0
CUST00557,32,Female,Urban,210,0,30.2,0.0,7,0.315,11,Home & Garden,2.01,0,0.344,1,1,0.0,0
CUST00558,32,Male,Suburban,141,8,191.35,1530.82,11,0.502,10,Sports,3.79,1,0.12,0,1,1990.06,0
CUST00559,42,Female,Urban,764,5,48.5,242.5,92,0.255,2,Books,3.09,1,0.354,1,0,242.5,1
CUST00560,32,Female,Urban,321,1,51.32,51.32,15,0.554,4,Home & Garden,4.05,1,0.507,1,1,66.72,0
CUST00561,41,Female,Urban,216,14,196.04,2744.6,14,0.7,5,Electronics,3.54,1,0.239,1,1,3567.98,0
CUST00562,62,Male,Rural,73,7,66.93,468.52,6,0.672,7,Home & Garden,4.42,1,0.67,1,0,609.07,0
CUST00563,48,Male,Suburban,562,5,73.96,369.78,0,0.407,12,Beauty,3.7,0,0.347,1,1,480.71,0
CUST00564,34,Male,Urban,381,3,19.77,59.31,7,0.695,8,Beauty,4.77,2,0.127,0,1,77.1,0
CUST00565,52,Male,Urban,1095,4,82.07,328.3,57,0.621,6,Home & Garden,4.72,1,0.275,1,1,426.78,0
CUST00566,33,Male,Rural,183,5,43.59,217.95,157,0.125,2,Books,2.27,1,0.097,0,0,217.95,1
CUST00567,18,Male,Suburban,723,0,118.31,0.0,61,0.387,13,Fashion,4.22,1,0.435,0,1,0.0,0
CUST00568,25,Female,Urban,289,8,109.66,877.26,86,0.117,3,Electronics,4.03,7,0.289,1,0,877.26,1
CUST00569,18,Male,Suburban,156,4,88.08,352.33,69,0.627,5,Sports,4.44,1,0.212,1,1,458.03,0
CUST00570,33,Male,Suburban,236,14,103.78,1452.86,15,0.574,5,Sports,3.33,1,0.263,1,1,1888.71,0
CUST00571,38,Male,Suburban,350,12,77.83,933.93,59,0.397,10,Home & Garden,3.16,0,0.257,1,0,1214.11,0
CUST00572,58,Female,Suburban,216,12,76.43,917.11,62,0.324,11,Books,3.55,2,0.542,1,0,1192.24,0
CUST00573,41,Female,Urban,117,8,40.9,327.18,13,0.224,15,Beauty,4.2,1,0.291,1,1,425.33,0
CUST00574,35,Female,Urban,152,4,125.15,500.62,114,0.099,7,Sports,4.43,1,0.24,1,1,650.8,0
CUST00575,47,Male,Rural,465,4,204.42,817.69,278,0.11,1,Books,3.02,4,0.165,1,0,817.69,1
CUST00576,18,Other,Suburban,135,2,72.66,145.33,37,0.232,2,Home & Garden,3.15,4,0.114,1,0,145.33,1
CUST00577,40,Male,Urban,194,7,92.92,650.46,17,0.593,10,Electronics,4.23,1,0.354,1,1,845.6,0
CUST00578,47,Male,Rural,140,10,136.99,1369.91,19,0.648,10,Beauty,2.53,1,0.214,0,1,1780.88,0
CUST00579,20,Male,Rural,388,2,172.24,344.47,39,0.23,2,Home & Garden,3.07,6,0.093,1,0,344.47,1
CUST00580,51,Male,Rural,1095,6,167.7,1006.21,0,0.451,6,Books,2.41,0,0.198,0,0,1308.08,0
CUST00581,42,Male,Rural,452,2,22.84,45.68,16,0.145,7,Books,4.76,1,0.223,1,1,59.39,0
CUST00582,33,Female,Rural,176,1,22.76,22.76,2,0.587,7,Books,5.0,2,0.251,0,1,29.58,0
CUST00583,45,Female,Urban,388,4,175.77,703.08,44,0.766,8,Books,4.39,0,0.421,1,0,914.01,0
CUST00584,65,Male,Suburban,185,7,103.94,727.59,41,0.653,11,Sports,4.47,0,0.153,0,1,945.87,0
CUST00585,40,Female,Suburban,362,2,167.8,335.59,40,0.497,8,Beauty,2.18,1,0.198,1,1,436.27,0
CUST00586,40,Male,Urban,825,2,103.56,207.13,7,0.46,8,Fashion,3.36,1,0.306,0,1,269.27,0
CUST00587,32,Male,Urban,309,17,96.01,1632.18,130,0.147,3,Home & Garden,2.86,0,0.042,1,0,1632.18,1
CUST00588,27,Female,Rural,407,0,15.0,0.0,34,0.555,9,Fashion,4.86,0,0.065,1,1,0.0,0
CUST00589,47,Female,Urban,319,3,226.88,680.65,36,0.319,7,Home & Garden,3.93,0,0.049,1,1,884.84,0
CUST00590,27,Male,Rural,596,5,93.63,468.15,35,0.541,10,Electronics,4.1,1,0.076,1,1,608.59,0
CUST00591,38,Male,Urban,505,6,114.74,688.43,33,0.231,8,Home & Garden,2.71,0,0.298,0,1,894.96,0
CUST00592,32,Female,Urban,244,13,121.67,1581.65,125,0.087,1,Books,2.32,0,0.134,1,0,1581.65,1
CUST00593,43,Female,Suburban,505,1,70.86,70.86,41,0.376,2,Fashion,4.2,3,0.364,1,0,70.86,1
CUST00594,42,Female,Urban,364,12,58.56,702.7,29,0.365,11,Electronics,3.46,0,0.466,0,0,913.52,0
CUST00595,50,Male,Suburban,229,4,125.53,502.14,65,0.19,2,Home & Garden,2.92,1,0.599,1,0,502.14,1
CUST00596,31,Male,Suburban,232,7,147.25,1030.77,13,0.554,7,Sports,3.6,2,0.314,1,1,1340.0,0
CUST00597,34,Male,Urban,357,8,132.63,1061.08,9,0.347,3,Home & Garden,3.97,2,0.233,0,1,1379.4,0
CUST00598,26,Male,Urban,403,16,63.92,1022.76,26,0.45,3,Beauty,2.43,1,0.195,1,0,1022.76,1
CUST00599,32,Female,Urban,283,3,81.04,243.11,0,0.386,7,Sports,4.17,3,0.421,1,1,316.04,0
CUST00600,42,Male,Urban,410,0,111.32,0.0,15,0.14,6,Beauty,4.71,0,0.3,1,0,0.0,0
CUST00601,47,Male,Suburban,172,11,59.48,654.27,24,0.234,6,Fashion,3.56,2,0.215,1,0,850.55,0
CUST00602,26,Female,Urban,130,8,142.27,1138.16,38,0.222,11,Books,4.51,1,0.153,0,0,1479.6,0
CUST00603,48,Female,Urban,84,3,126.58,379.74,35,0.445,7,Books,2.08,1,0.083,1,1,493.66,0
CUST00604,54,Male,Suburban,460,20,81.96,1639.12,20,0.323,10,Fashion,5.0,0,0.35,1,1,2130.85,0
CUST00605,42,Female,Urban,77,5,181.06,905.32,18,0.423,6,Electronics,4.5,2,0.219,1,1,1176.91,0
CUST00606,60,Female,Urban,407,2,72.87,145.73,0,0.162,7,Fashion,3.15,3,0.201,0,0,189.45,0
CUST00607,28,Female,Urban,219,8,104.6,836.82,95,0.311,7,Books,3.17,0,0.198,1,1,1087.87,0
CUST00608,23,Male,Rural,250,15,102.29,1534.36,11,0.068,4,Books,4.51,2,0.262,1,1,1994.67,0
CUST00609,18,Female,Rural,253,3,110.63,331.89,19,0.578,7,Sports,3.0,0,0.359,0,0,431.46,0
CUST00610,55,Female,Suburban,1095,5,127.04,635.22,0,0.313,11,Fashion,3.44,3,0.454,1,1,825.78,0
CUST00611,45,Male,Urban,198,24,107.1,2570.47,141,0.42,2,Sports,3.84,0,0.112,1,0,2570.47,1
CUST00612,37,Male,Urban,148,2,168.93,337.86,30,0.182,8,Sports,3.09,1,0.439,1,1,439.22,0
CUST00613,41,Female,Suburban,994,3,140.77,422.31,1,0.308,6,Home & Garden,3.49,0,0.197,1,1,549.0,0
CUST00614,24,Male,Suburban,93,2,36.1,72.19,13,0.159,6,Books,4.26,1,0.288,0,1,93.85,0
CUST00615,67,Female,Rural,115,13,198.02,2574.2,95,0.405,3,Fashion,3.88,1,0.521,0,0,2574.2,1
CUST00616,39,Male,Urban,569,18,64.49,1160.85,21,0.298,2,Beauty,4.41,0,0.407,1,1,1509.1,0
CUST00617,39,Male,Urban,417,8,73.3,586.38,52,0.547,6,Beauty,2.99,0,0.082,1,1,762.3,0
CUST00618,46,Male,Suburban,231,10,188.45,1884.53,42,0.745,8,Fashion,4.45,2,0.562,1,1,2449.89,0
CUST00619,43,Female,Suburban,133,10,71.38,713.78,28,0.464,12,Beauty,3.52,1,0.558,0,1,927.91,0
CUST00620,40,Male,Suburban,44,12,57.18,686.11,80,0.694,12,Sports,4.28,2,0.046,1,1,891.94,0
CUST00621,28,Female,Suburban,854,8,57.92,463.37,1,0.357,8,Fashion,3.58,1,0.343,0,0,602.39,0
CUST00622,43,Female,Rural,506,0,34.81,0.0,109,0.452,6,Sports,4.39,0,0.069,0,0,0.0,0
CUST00623,60,Female,Suburban,794,4,149.96,599.83,56,0.621,9,Beauty,3.74,1,0.557,1,0,779.77,0
CUST00624,54,Female,Rural,641,23,65.67,1510.37,89,0.249,2,Home & Garden,3.45,6,0.201,0,0,1510.37,1
CUST00625,57,Female,Rural,432,13,19.55,254.09,0,0.113,9,Sports,3.41,1,0.405,1,0,330.31,0
CUST00626,31,Male,Suburban,194,9,67.64,608.78,3,0.293,5,Beauty,3.49,0,0.541,0,1,791.41,0
CUST00627,26,Female,Urban,134,3,250.85,752.55,10,0.714,3,Home & Garden,1.97,2,0.231,1,1,978.31,0
CUST00628,36,Female,Urban,684,7,109.74,768.16,40,0.384,5,Books,5.0,0,0.181,1,0,998.61,0
CUST00629,38,Male,Suburban,219,12,142.97,1715.61,4,0.256,4,Home & Garden,4.27,1,0.251,0,1,2230.3,0
CUST00630,51,Male,Suburban,140,1,147.0,147.0,120,0.178,5,Electronics,3.05,1,0.209,0,0,147.0,1
CUST00631,18,Female,Rural,183,0,28.53,0.0,62,0.119,8,Fashion,3.81,2,0.256,1,1,0.0,0
CUST00632,56,Male,Urban,712,5,126.85,634.27,74,0.08,3,Sports,3.55,4,0.221,1,0,634.27,1
CUST00633,36,Female,Urban,153,9,54.8,493.2,39,0.306,15,Sports,3.66,0,0.076,0,1,641.16,0
CUST00634,32,Male,Suburban,232,9,76.7,690.27,44,0.588,14,Sports,4.35,2,0.427,1,1,897.35,0
CUST00635,25,Male,Urban,289,8,56.65,453.19,11,0.33,7,Home & Garden,4.6,1,0.42,1,1,589.15,0
CUST00636,18,Female,Urban,371,5,35.51,177.56,108,0.277,10,Electronics,4.33,2,0.177,1,1,230.83,0
CUST00637,47,Male,Urban,143,3,90.22,270.67,47,0.099,15,Books,4.1,1,0.375,1,0,351.87,0
CUST00638,38,Male,Suburban,282,13,249.62,3245.12,24,0.768,9,Beauty,3.58,2,0.127,0,1,4218.66,0
CUST00639,22,Female,Urban,577,7,130.3,912.09,96,0.42,10,Beauty,4.09,3,0.329,0,0,1185.72,0
CUST00640,22,Male,Rural,1095,14,107.82,1509.53,89,0.232,1,Books,4.2,1,0.183,1,0,1509.53,1
CUST00641,33,Female,Urban,121,15,29.04,435.6,0,0.278,4,Books,4.44,1,0.045,1,1,566.27,0
CUST00642,58,Female,Rural,139,7,31.28,218.99,116,0.207,2,Books,3.49,1,0.491,1,0,218.99,1
CUST00643,34,Female,Suburban,158,5,15.0,75.0,20,0.076,7,Sports,4.4,2,0.144,1,1,97.5,0
CUST00644,19,Male,Urban,484,6,55.18,331.1,24,0.509,7,Books,3.02,2,0.274,0,0,430.42,0
CUST00645,35,Male,Urban,129,4,65.33,261.32,4,0.267,7,Books,3.71,4,0.249,1,1,339.72,0
CUST00646,34,Female,Urban,274,11,66.92,736.15,94,0.249,1,Fashion,2.17,1,0.27,1,0,736.15,1
CUST00647,18,Female,Suburban,253,11,62.68,689.5,34,0.692,11,Electronics,3.05,1,0.393,1,1,896.35,0
CUST00648,37,Female,Urban,1095,6,25.6,153.62,106,0.181,2,Books,3.6,0,0.106,1,0,153.62,1
CUST00649,35,Female,Urban,197,7,92.44,647.05,68,0.375,11,Beauty,4.88,2,0.195,1,1,841.16,0
CUST00650,46,Male,Suburban,187,7,250.59,1754.16,102,0.605,10,Beauty,2.65,1,0.121,0,1,2280.41,0
CUST00651,60,Male,Urban,483,2,55.26,110.53,133,0.302,4,Electronics,2.8,1,0.138,0,0,110.53,1
CUST00652,51,Male,Urban,387,1,71.97,71.97,97,0.186,8,Home & Garden,5.0,0,0.167,1,1,93.56,0
CUST00653,34,Male,Suburban,177,4,151.72,606.86,10,0.122,8,Fashion,4.75,3,0.312,0,1,788.92,0
CUST00654,24,Male,Rural,745,24,192.29,4614.91,3,0.659,7,Electronics,5.0,2,0.339,1,0,5999.38,0
CUST00655,68,Female,Urban,91,3,58.05,174.16,43,0.316,10,Books,4.4,3,0.399,0,0,226.41,0
CUST00656,38,Male,Urban,296,3,76.5,229.49,7,0.43,17,Sports,3.08,1,0.304,1,1,298.34,0
CUST00657,38,Male,Rural,241,6,96.53,579.2,89,0.421,3,Fashion,2.13,3,0.426,1,0,579.2,1
CUST00658,37,Male,Urban,277,3,104.72,314.15,132,0.209,3,Books,2.07,0,0.252,1,0,314.15,1
CUST00659,40,Female,Rural,176,6,53.45,320.72,5,0.709,9,Home & Garden,3.68,3,0.232,0,1,416.94,0
CUST00660,36,Female,Urban,282,10,96.78,967.78,12,0.605,15,Beauty,3.09,1,0.083,0,0,1258.11,0
CUST00661,31,Female,Rural,356,12,138.35,1660.24,44,0.268,6,Fashion,4.9,1,0.122,1,1,2158.31,0
CUST00662,31,Female,Urban,30,6,67.87,407.24,58,0.25,7,Home & Garden,2.59,1,0.345,1,0,529.42,0
CUST00663,37,Male,Rural,212,8,129.88,1039.01,32,0.076,4,Beauty,2.91,1,0.253,0,1,1350.71,0
CUST00664,31,Female,Urban,159,4,102.84,411.35,20,0.292,11,Electronics,3.2,3,0.246,1,0,534.76,0
CUST00665,29,Male,Suburban,952,9,30.92,278.24,16,0.253,12,Fashion,3.78,1,0.228,0,1,361.71,0
CUST00666,39,Male,Urban,422,5,99.93,499.66,49,0.223,6,Books,4.14,0,0.045,0,1,649.56,0
CUST00667,34,Female,Urban,151,1,85.2,85.2,61,0.531,16,Electronics,4.34,0,0.159,1,1,110.76,0
CUST00668,56,Female,Suburban,203,21,18.0,377.96,15,0.852,4,Beauty,4.38,3,0.139,1,1,491.34,0
CUST00669,18,Male,Suburban,248,1,33.17,33.17,17,0.287,9,Books,4.25,4,0.399,1,1,43.12,0
CUST00670,51,Male,Rural,199,5,99.59,497.95,27,0.596,11,Books,4.8,0,0.455,1,1,647.33,0
CUST00671,52,Female,Urban,444,9,54.65,491.88,26,0.351,10,Beauty,3.97,0,0.239,1,1,639.44,0
CUST00672,18,Male,Rural,847,6,203.03,1218.21,83,0.172,2,Books,3.62,0,0.523,1,0,1218.21,1
CUST00673,33,Male,Urban,30,8,72.18,577.43,25,0.356,10,Beauty,3.56,4,0.37,1,0,750.65,0
CUST00674,33,Male,Rural,236,4,80.21,320.83,172,0.157,3,Home & Garden,1.58,3,0.25,1,0,320.83,1
CUST00675,21,Male,Rural,1095,5,78.27,391.35,16,0.163,3,Sports,2.74,0,0.254,1,0,508.75,0
CUST00676,28,Female,Urban,244,3,120.08,360.25,53,0.204,11,Beauty,5.0,1,0.105,0,1,468.32,0
CUST00677,24,Male,Rural,371,6,92.16,552.99,64,0.199,9,Books,3.14,2,0.236,1,0,718.89,0
CUST00678,59,Male,Suburban,35,3,25.25,75.75,44,0.555,3,Books,3.11,1,0.089,0,1,98.47,0
CUST00679,49,Female,Urban,739,4,24.19,96.76,20,0.475,6,Home & Garden,4.45,1,0.138,1,1,125.79,0
CUST00680,53,Female,Suburban,119,12,31.27,375.2,13,0.178,3,Electronics,3.64,1,0.42,0,0,375.2,1
CUST00681,46,Male,Urban,414,8,75.07,600.57,41,0.391,7,Books,4.21,2,0.612,1,1,780.75,0
CUST00682,24,Male,Suburban,140,6,55.9,335.42,48,0.44,9,Electronics,4.04,1,0.406,1,1,436.05,0
CUST00683,31,Male,Urban,30,9,125.36,1128.25,13,0.431,4,Home & Garden,4.02,3,0.501,0,1,1466.72,0
CUST00684,43,Female,Urban,388,6,82.76,496.56,18,0.649,6,Home & Garden,4.46,0,0.172,0,0,645.52,0
CUST00685,23,Female,Urban,514,4,98.04,392.16,89,0.526,10,Fashion,4.27,1,0.204,0,1,509.8,0
CUST00686,46,Female,Suburban,289,7,158.74,1111.16,74,0.226,10,Fashion,4.11,4,0.422,1,1,1444.51,0
CUST00687,35,Female,Rural,106,0,176.93,0.0,9,0.66,10,Sports,3.45,1,0.431,0,1,0.0,0
CUST00688,33,Female,Rural,1095,4,67.58,270.31,121,0.032,1,Fashion,2.99,0,0.404,1,0,270.31,1
CUST00689,46,Female,Urban,501,16,199.43,3190.82,44,0.34,8,Fashion,3.7,0,0.595,0,1,4148.07,0
CUST00690,43,Female,Urban,345,18,48.13,866.36,30,0.286,10,Electronics,4.28,0,0.223,1,1,1126.27,0
CUST00691,33,Male,Suburban,661,8,76.51,612.1,10,0.11,5,Fashion,2.68,0,0.697,0,0,795.73,0
CUST00692,51,Other,Suburban,199,3,163.04,489.11,58,0.221,1,Sports,3.19,3,0.543,1,0,489.11,1
CUST00693,25,Male,Urban,1014,9,137.99,1241.93,114,0.144,1,Fashion,3.77,0,0.267,0,0,1241.93,1
CUST00694,45,Male,Urban,507,6,86.6,519.62,3,0.157,7,Sports,3.13,0,0.282,0,1,675.5,0
CUST00695,45,Female,Suburban,619,1,33.52,33.52,33,0.299,3,Beauty,1.95,3,0.496,1,0,43.57,0
CUST00696,34,Male,Urban,233,13,38.57,501.37,94,0.059,3,Sports,2.9,4,0.292,0,0,501.37,1
CUST00697,41,Female,Suburban,117,18,31.11,560.06,137,0.11,2,Books,4.2,4,0.266,0,0,560.06,1
CUST00698,22,Female,Suburban,349,13,129.93,1689.05,3,0.578,17,Beauty,3.83,1,0.469,0,1,2195.77,0
CUST00699,49,Male,Rural,206,2,65.56,131.11,70,0.287,9,Sports,4.73,1,0.113,0,1,170.45,0
CUST00700,35,Female,Suburban,1092,5,131.88,659.42,14,0.6,17,Electronics,3.65,5,0.346,1,0,857.25,0
CUST00701,31,Male,Urban,88,9,100.01,900.1,35,0.628,9,Books,3.94,0,0.195,1,1,1170.13,0
CUST00702,50,Male,Rural,782,1,36.11,36.11,68,0.295,3,Home & Garden,3.95,0,0.388,1,1,46.95,0
CUST00703,29,Female,Suburban,61,3,109.89,329.67,35,0.102,4,Electronics,2.97,1,0.315,0,1,428.57,0
CUST00704,21,Female,Urban,140,4,59.63,238.5,5,0.19,7,Electronics,2.95,1,0.232,0,1,310.05,0
CUST00705,19,Female,Suburban,60,3,246.13,738.38,40,0.329,5,Sports,3.84,0,0.098,0,1,959.89,0
CUST00706,45,Male,Urban,200,8,72.36,578.88,5,0.244,8,Beauty,2.69,0,0.187,0,1,752.54,0
CUST00707,22,Female,Suburban,258,4,32.84,131.35,19,0.271,7,Sports,3.51,0,0.028,1,1,170.76,0
CUST00708,59,Male,Suburban,179,7,164.16,1149.1,36,0.191,11,Home & Garden,2.78,2,0.267,1,0,1493.83,0
CUST00709,18,Female,Suburban,414,6,84.85,509.11,214,0.13,2,Beauty,2.17,0,0.489,0,0,509.11,1
CUST00710,58,Male,Urban,260,11,114.82,1263.03,58,0.523,8,Beauty,4.35,1,0.134,1,0,1641.94,0
CUST00711,40,Female,Urban,36,4,75.54,302.17,16,0.123,13,Electronics,3.25,3,0.704,0,1,392.82,0
CUST00712,36,Male,Rural,133,7,87.31,611.18,94,0.741,8,Books,4.98,3,0.349,1,1,794.53,0
CUST00713,31,Male,Suburban,231,14,26.63,372.85,11,0.762,8,Beauty,2.88,1,0.535,0,1,484.7,0
CUST00714,42,Female,Urban,642,2,157.52,315.03,21,0.343,4,Electronics,4.26,0,0.202,1,1,409.55,0
CUST00715,37,Female,Urban,333,3,67.99,203.97,46,0.518,9,Home & Garden,2.94,0,0.07,0,1,265.17,0
CUST00716,51,Female,Urban,208,12,24.93,299.15,23,0.316,9,Electronics,4.76,1,0.055,1,1,388.89,0
CUST00717,39,Female,Suburban,78,7,111.9,783.32,58,0.196,3,Fashion,2.21,7,0.017,0,0,783.32,1
CUST00718,39,Female,Suburban,344,1,134.31,134.31,47,0.75,13,Electronics,4.66,0,0.465,1,1,174.6,0
CUST00719,33,Female,Suburban,746,2,28.57,57.15,49,0.082,8,Sports,4.52,1,0.416,1,1,74.29,0
CUST00720,37,Male,Suburban,239,6,325.88,1955.29,24,0.423,5,Books,3.85,0,0.297,1,0,2541.88,0
CUST00721,41,Female,Suburban,145,11,135.05,1485.57,2,0.216,5,Electronics,4.76,2,0.321,0,0,1931.24,0
CUST00722,18,Male,Urban,460,8,73.37,586.99,92,0.256,2,Electronics,4.2,3,0.095,1,0,586.99,1
CUST00723,21,Female,Urban,659,0,83.87,0.0,3,0.518,11,Beauty,3.31,0,0.209,0,0,0.0,0
CUST00724,46,Female,Suburban,265,17,145.79,2478.47,28,0.428,6,Sports,4.44,3,0.288,0,1,3222.01,0
CUST00725,40,Female,Rural,498,7,105.17,736.22,16,0.293,6,Beauty,4.81,2,0.325,1,1,957.09,0
CUST00726,35,Female,Suburban,217,12,49.14,589.7,15,0.511,7,Beauty,4.62,1,0.032,1,0,766.61,0
CUST00727,38,Female,Suburban,515,4,133.92,535.69,11,0.12,8,Home & Garden,4.28,3,0.346,1,1,696.4,0
CUST00728,42,Female,Suburban,771,13,184.19,2394.41,14,0.334,6,Home & Garden,3.15,0,0.317,0,0,3112.73,0
CUST00729,31,Male,Rural,569,8,48.17,385.35,139,0.117,1,Fashion,1.97,1,0.383,0,0,385.35,1
CUST00730,28,Female,Urban,447,6,69.48,416.86,160,0.323,3,Sports,3.7,1,0.353,1,0,416.86,1
CUST00731,40,Male,Urban,944,10,60.43,604.32,38,0.312,7,Home & Garden,3.64,1,0.216,1,1,785.62,0
CUST00732,26,Female,Rural,248,12,43.09,517.02,33,0.681,7,Home & Garden,4.5,0,0.602,1,1,672.13,0
CUST00733,42,Male,Rural,447,5,191.67,958.37,2,0.388,12,Sports,5.0,0,0.394,1,1,1245.88,0
CUST00734,18,Male,Urban,255,0,106.79,0.0,73,0.573,10,Sports,5.0,5,0.058,1,1,0.0,0
CUST00735,50,Male,Suburban,447,6,180.25,1081.49,8,0.303,11,Sports,3.28,0,0.171,1,0,1405.93,0
CUST00736,43,Male,Urban,502,4,89.46,357.84,6,0.435,9,Fashion,3.93,3,0.129,0,0,465.19,0
CUST00737,41,Female,Urban,595,9,135.49,1219.38,24,0.162,8,Electronics,3.88,3,0.3,1,1,1585.19,0
CUST00738,49,Male,Rural,315,4,29.54,118.17,19,0.641,7,Books,3.76,1,0.503,1,1,153.62,0
CUST00739,57,Female,Urban,49,2,43.27,86.55,4,0.598,5,Electronics,3.44,0,0.12,1,1,112.51,0
CUST00740,50,Male,Rural,259,2,131.55,263.09,7,0.461,12,Beauty,4.06,0,0.331,0,1,342.02,0
CUST00741,18,Female,Urban,490,1,59.52,59.52,219,0.117,3,Beauty,3.17,1,0.227,1,0,59.52,1
CUST00742,22,Female,Suburban,386,6,141.08,846.48,59,0.273,6,Sports,3.46,2,0.215,1,0,1100.42,0
CUST00743,30,Female,Urban,428,3,122.8,368.39,41,0.281,8,Books,3.28,0,0.219,0,1,478.91,0
